Feature Type,Window Size,Step Size,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance Type,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
Relevant Features,1s,500ms,1,2,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,3,spherical,0.4934375,0.0154963453352717,0.5364583333333334,0.4479166666666667,92.0,4.0,11.0,85.0,0.9583333333333334,0.519774011299435,0.6739926739926739
Relevant Features,1s,500ms,1,2,3,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,1,spherical,0.50796875,0.0238841128441934,0.578125,0.4583333333333333,82.0,14.0,29.0,67.0,0.8541666666666666,0.5503355704697986,0.6693877551020408
Relevant Features,1s,500ms,1,2,4,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,3,spherical,0.4998958333333332,0.0123247260224224,0.5260416666666666,0.4583333333333333,94.0,2.0,7.0,89.0,0.9791666666666666,0.5136612021857924,0.6738351254480287
Relevant Features,1s,500ms,1,2,4,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,1,spherical,0.50609375,0.0208730740753288,0.546875,0.453125,19.0,77.0,86.0,10.0,0.1979166666666666,0.6551724137931034,0.304
Relevant Features,1s,500ms,1,3,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,2,spherical,0.5126562499999998,0.027045797305861,0.5833333333333334,0.4427083333333333,43.0,53.0,69.0,27.0,0.4479166666666667,0.6142857142857143,0.5180722891566265
Relevant Features,1s,500ms,1,3,1,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,3,spherical,0.5133854166666667,0.0339721901048612,0.5885416666666666,0.4114583333333333,54.0,42.0,59.0,37.0,0.5625,0.5934065934065934,0.5775401069518715
Relevant Features,1s,500ms,1,3,1,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,1,4,spherical,0.5101041666666666,0.0304482213606604,0.5833333333333334,0.4375,67.0,29.0,45.0,51.0,0.6979166666666666,0.5677966101694916,0.6261682242990654
Relevant Features,1s,500ms,1,3,2,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,1,spherical,0.5111979166666667,0.0338130760245656,0.59375,0.453125,61.0,35.0,53.0,43.0,0.6354166666666666,0.5865384615384616,0.61
Relevant Features,1s,500ms,1,3,2,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,2,spherical,0.5026562499999999,0.0283602717374293,0.5885416666666666,0.4114583333333333,85.0,11.0,28.0,68.0,0.8854166666666666,0.5555555555555556,0.6827309236947791
Relevant Features,1s,500ms,1,3,2,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,3,spherical,0.4965104166666666,0.0220486042760269,0.546875,0.4375,73.0,23.0,32.0,64.0,0.7604166666666666,0.5328467153284672,0.6266094420600858
Relevant Features,1s,500ms,1,3,2,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,2,4,spherical,0.4911458333333333,0.0179442012259918,0.53125,0.4427083333333333,84.0,12.0,18.0,78.0,0.875,0.5185185185185185,0.6511627906976744
Relevant Features,1s,500ms,1,3,3,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,1,spherical,0.5046875,0.032144321092103,0.578125,0.4322916666666667,79.0,17.0,32.0,64.0,0.8229166666666666,0.5524475524475524,0.6610878661087866
Relevant Features,1s,500ms,1,3,3,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,2,spherical,0.4978125,0.0240733200781141,0.5572916666666666,0.4375,74.0,22.0,33.0,63.0,0.7708333333333334,0.5401459854014599,0.6351931330472103
Relevant Features,1s,500ms,1,3,3,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,3,spherical,0.4917708333333332,0.0203215791675034,0.5416666666666666,0.4479166666666667,86.0,10.0,18.0,78.0,0.8958333333333334,0.524390243902439,0.6615384615384615
Relevant Features,1s,500ms,1,3,3,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,1,spherical,0.5046354166666667,0.0275588759742714,0.5677083333333334,0.4375,83.0,13.0,26.0,70.0,0.8645833333333334,0.5424836601307189,0.6666666666666666
Relevant Features,1s,500ms,1,3,4,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,3,spherical,0.4927604166666666,0.0155186484759734,0.5260416666666666,0.4583333333333333,89.0,7.0,12.0,84.0,0.9270833333333334,0.5144508670520231,0.6617100371747211
Relevant Features,1s,500ms,1,3,4,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,3,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,1,spherical,0.5086979166666666,0.017368913177435,0.5520833333333334,0.4635416666666667,15.0,81.0,91.0,5.0,0.15625,0.75,0.2586206896551724
Relevant Features,1s,500ms,1,4,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,2,spherical,0.50859375,0.0270168956749239,0.578125,0.421875,36.0,60.0,75.0,21.0,0.375,0.631578947368421,0.4705882352941176
Relevant Features,1s,500ms,1,4,1,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,3,spherical,0.5127604166666666,0.0321517044082295,0.59375,0.4427083333333333,42.0,54.0,72.0,24.0,0.4375,0.6363636363636364,0.5185185185185185
Relevant Features,1s,500ms,1,4,1,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,1,4,spherical,0.51046875,0.0336209515194973,0.5885416666666666,0.421875,60.0,36.0,53.0,43.0,0.625,0.5825242718446602,0.6030150753768844
Relevant Features,1s,500ms,1,4,2,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,1,spherical,0.5101041666666666,0.026850158092334,0.5885416666666666,0.4427083333333333,39.0,57.0,74.0,22.0,0.40625,0.639344262295082,0.4968152866242039
Relevant Features,1s,500ms,1,4,2,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,2,spherical,0.5091145833333334,0.0313399313614924,0.609375,0.4375,80.0,16.0,37.0,59.0,0.8333333333333334,0.5755395683453237,0.6808510638297872
Relevant Features,1s,500ms,1,4,2,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,3,spherical,0.504375,0.0305806793807607,0.5625,0.4322916666666667,71.0,25.0,37.0,59.0,0.7395833333333334,0.5461538461538461,0.6283185840707964
Relevant Features,1s,500ms,1,4,2,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,2,4,spherical,0.4986979166666666,0.0251554951577571,0.5572916666666666,0.4322916666666667,81.0,15.0,26.0,70.0,0.84375,0.5364238410596026,0.6558704453441295
Relevant Features,1s,500ms,1,4,3,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,1,spherical,0.5067708333333334,0.030023681336109,0.5989583333333334,0.4375,42.0,54.0,73.0,23.0,0.4375,0.6461538461538462,0.5217391304347826
Relevant Features,1s,500ms,1,4,3,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,3,spherical,0.49640625,0.0237958142728867,0.5520833333333334,0.4375,82.0,14.0,24.0,72.0,0.8541666666666666,0.5324675324675324,0.656
Relevant Features,1s,500ms,1,4,3,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,1,spherical,0.5056770833333334,0.0344388217506985,0.5833333333333334,0.3958333333333333,60.0,36.0,52.0,44.0,0.625,0.5769230769230769,0.6
Relevant Features,1s,500ms,1,4,4,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,3,spherical,0.5011458333333332,0.0221532403730871,0.5572916666666666,0.4479166666666667,81.0,15.0,26.0,70.0,0.84375,0.5364238410596026,0.6558704453441295
Relevant Features,1s,500ms,1,4,4,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,4,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,1,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,1,1,diag,0.5042708333333333,0.0180779441854493,0.625,0.5,27.0,69.0,93.0,3.0,0.28125,0.9,0.4285714285714286
Relevant Features,1s,500ms,2,1,1,1,spherical,0.5109375,0.0215564605068488,0.5729166666666666,0.453125,24.0,72.0,86.0,10.0,0.25,0.7058823529411765,0.3692307692307692
Relevant Features,1s,500ms,2,1,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,1,2,diag,0.4568749999999999,0.0773435921715561,0.6822916666666666,0.2916666666666667,85.0,11.0,46.0,50.0,0.8854166666666666,0.6296296296296297,0.735930735930736
Relevant Features,1s,500ms,2,1,1,2,spherical,0.5065625,0.0305442884845559,0.5625,0.4270833333333333,35.0,61.0,73.0,23.0,0.3645833333333333,0.603448275862069,0.4545454545454546
Relevant Features,1s,500ms,2,1,1,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,1,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,1,3,spherical,0.4994270833333333,0.0365689912922402,0.59375,0.40625,40.0,56.0,74.0,22.0,0.4166666666666667,0.6451612903225806,0.5063291139240507
Relevant Features,1s,500ms,2,1,1,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,1,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,1,4,spherical,0.4998437500000001,0.0258162641020636,0.5572916666666666,0.4166666666666667,67.0,29.0,40.0,56.0,0.6979166666666666,0.5447154471544715,0.6118721461187214
Relevant Features,1s,500ms,2,1,2,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,2,1,diag,0.4431770833333333,0.0845166474345521,0.6822916666666666,0.3072916666666667,84.0,12.0,47.0,49.0,0.875,0.631578947368421,0.7336244541484715
Relevant Features,1s,500ms,2,1,2,1,spherical,0.5144270833333333,0.0354002336263281,0.59375,0.4010416666666667,67.0,29.0,47.0,49.0,0.6979166666666666,0.5775862068965517,0.6320754716981132
Relevant Features,1s,500ms,2,1,2,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,2,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,2,2,spherical,0.5022395833333333,0.0264884076944519,0.5885416666666666,0.4375,76.0,20.0,37.0,59.0,0.7916666666666666,0.562962962962963,0.658008658008658
Relevant Features,1s,500ms,2,1,2,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,2,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,2,3,spherical,0.4935416666666667,0.022584236605552,0.546875,0.421875,81.0,15.0,24.0,72.0,0.84375,0.5294117647058824,0.6506024096385543
Relevant Features,1s,500ms,2,1,2,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,2,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,2,4,spherical,0.4914583333333333,0.0204060346466431,0.5364583333333334,0.4375,92.0,4.0,11.0,85.0,0.9583333333333334,0.519774011299435,0.6739926739926739
Relevant Features,1s,500ms,2,1,3,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,1,spherical,0.5050520833333334,0.0291801958949092,0.5885416666666666,0.453125,76.0,20.0,37.0,59.0,0.7916666666666666,0.562962962962963,0.658008658008658
Relevant Features,1s,500ms,2,1,3,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,3,spherical,0.4954166666666666,0.0169935394178035,0.53125,0.4375,92.0,4.0,10.0,86.0,0.9583333333333334,0.5168539325842697,0.6715328467153285
Relevant Features,1s,500ms,2,1,3,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,1,spherical,0.4994791666666666,0.0212778106414744,0.5625,0.4375,85.0,11.0,23.0,73.0,0.8854166666666666,0.5379746835443038,0.6692913385826771
Relevant Features,1s,500ms,2,1,4,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,3,spherical,0.4967708333333334,0.0169215535839486,0.5416666666666666,0.4427083333333333,92.0,4.0,12.0,84.0,0.9583333333333334,0.5227272727272727,0.6764705882352942
Relevant Features,1s,500ms,2,1,4,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,1,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,1,spherical,0.5069270833333334,0.0197237733520504,0.5625,0.4635416666666667,15.0,81.0,93.0,3.0,0.15625,0.8333333333333334,0.2631578947368421
Relevant Features,1s,500ms,2,2,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,2,spherical,0.5102604166666667,0.0279164237396146,0.6041666666666666,0.4375,31.0,65.0,85.0,11.0,0.3229166666666667,0.7380952380952381,0.4492753623188406
Relevant Features,1s,500ms,2,2,1,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,3,spherical,0.5115625,0.0296516596523514,0.5989583333333334,0.4322916666666667,34.0,62.0,81.0,15.0,0.3541666666666667,0.6938775510204082,0.4689655172413793
Relevant Features,1s,500ms,2,2,1,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,1,4,spherical,0.5205729166666666,0.0309392097591524,0.6041666666666666,0.4375,60.0,36.0,56.0,40.0,0.625,0.6,0.6122448979591836
Relevant Features,1s,500ms,2,2,2,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,1,spherical,0.5159895833333332,0.0293544457492056,0.5833333333333334,0.4479166666666667,26.0,70.0,86.0,10.0,0.2708333333333333,0.7222222222222222,0.3939393939393938
Relevant Features,1s,500ms,2,2,2,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,2,spherical,0.5179166666666667,0.033651799006723,0.5989583333333334,0.453125,59.0,37.0,56.0,40.0,0.6145833333333334,0.5959595959595959,0.6051282051282051
Relevant Features,1s,500ms,2,2,2,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,3,spherical,0.5024479166666667,0.0324044987740685,0.5677083333333334,0.375,69.0,27.0,40.0,56.0,0.71875,0.552,0.6244343891402715
Relevant Features,1s,500ms,2,2,2,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,2,4,spherical,0.50046875,0.0283946850311961,0.5833333333333334,0.421875,66.0,30.0,46.0,50.0,0.6875,0.5689655172413793,0.6226415094339622
Relevant Features,1s,500ms,2,2,3,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,1,spherical,0.50734375,0.0344073001656261,0.6145833333333334,0.4114583333333333,44.0,52.0,74.0,22.0,0.4583333333333333,0.6666666666666666,0.5432098765432098
Relevant Features,1s,500ms,2,2,3,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,3,spherical,0.4994791666666666,0.0294213213385387,0.578125,0.4270833333333333,76.0,20.0,35.0,61.0,0.7916666666666666,0.5547445255474452,0.6523605150214592
Relevant Features,1s,500ms,2,2,3,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,1,spherical,0.5126041666666667,0.031614025599144,0.6302083333333334,0.4322916666666667,73.0,23.0,48.0,48.0,0.7604166666666666,0.6033057851239669,0.6728110599078342
Relevant Features,1s,500ms,2,2,4,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,3,spherical,0.4984375,0.0204588743139607,0.5520833333333334,0.4270833333333333,78.0,18.0,28.0,68.0,0.8125,0.5342465753424658,0.6446280991735538
Relevant Features,1s,500ms,2,2,4,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,2,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,1,spherical,0.5068229166666667,0.0125583490585502,0.5364583333333334,0.46875,10.0,86.0,93.0,3.0,0.1041666666666666,0.7692307692307693,0.1834862385321101
Relevant Features,1s,500ms,2,3,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,2,spherical,0.5091666666666667,0.0202539219453089,0.5520833333333334,0.46875,20.0,76.0,86.0,10.0,0.2083333333333333,0.6666666666666666,0.3174603174603175
Relevant Features,1s,500ms,2,3,1,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,3,spherical,0.5141145833333334,0.024992349089688,0.5729166666666666,0.453125,22.0,74.0,88.0,8.0,0.2291666666666666,0.7333333333333333,0.3492063492063492
Relevant Features,1s,500ms,2,3,1,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,1,4,spherical,0.5118229166666667,0.0338329661181837,0.6197916666666666,0.4114583333333333,39.0,57.0,80.0,16.0,0.40625,0.7090909090909091,0.5165562913907286
Relevant Features,1s,500ms,2,3,2,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,1,spherical,0.5144270833333333,0.0246267162226254,0.5833333333333334,0.4583333333333333,27.0,69.0,85.0,11.0,0.28125,0.7105263157894737,0.4029850746268656
Relevant Features,1s,500ms,2,3,2,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,2,spherical,0.5222395833333333,0.0286207750248107,0.6041666666666666,0.4479166666666667,45.0,51.0,71.0,25.0,0.46875,0.6428571428571429,0.5421686746987953
Relevant Features,1s,500ms,2,3,2,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,3,spherical,0.52140625,0.031292462470462,0.59375,0.4479166666666667,59.0,37.0,55.0,41.0,0.6145833333333334,0.59,0.6020408163265306
Relevant Features,1s,500ms,2,3,2,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,2,4,spherical,0.5153645833333332,0.0295122293242564,0.5989583333333334,0.4479166666666667,64.0,32.0,51.0,45.0,0.6666666666666666,0.5871559633027523,0.6243902439024391
Relevant Features,1s,500ms,2,3,3,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,1,spherical,0.5213541666666667,0.0294673857496159,0.59375,0.4479166666666667,31.0,65.0,83.0,13.0,0.3229166666666667,0.7045454545454546,0.4428571428571428
Relevant Features,1s,500ms,2,3,3,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,2,spherical,0.52546875,0.0282587003410503,0.6302083333333334,0.46875,65.0,31.0,56.0,40.0,0.6770833333333334,0.6190476190476191,0.6467661691542288
Relevant Features,1s,500ms,2,3,3,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,3,spherical,0.52265625,0.0362896021107171,0.6197916666666666,0.4479166666666667,59.0,37.0,60.0,36.0,0.6145833333333334,0.6210526315789474,0.6178010471204188
Relevant Features,1s,500ms,2,3,3,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,1,spherical,0.5304687499999999,0.0314004624296937,0.609375,0.46875,51.0,45.0,66.0,30.0,0.53125,0.6296296296296297,0.5762711864406779
Relevant Features,1s,500ms,2,3,4,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,3,spherical,0.50921875,0.0326413775277594,0.5833333333333334,0.4270833333333333,84.0,12.0,28.0,68.0,0.875,0.5526315789473685,0.6774193548387096
Relevant Features,1s,500ms,2,3,4,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,3,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,2,4,1,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,4,1,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,4,1,1,spherical,0.4997395833333333,0.0125945857180664,0.53125,0.4791666666666667,9.0,87.0,93.0,3.0,0.09375,0.75,0.1666666666666666
Relevant Features,1s,500ms,2,4,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,2,4,1,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,2,4,1,2,spherical,0.5051041666666667,0.0197502307475971,0.5625,0.453125,18.0,78.0,90.0,6.0,0.1875,0.75,0.3
Relevant Features,1s,500ms,2,4,1,3,full,,,,,,,,,,,
