Feature Type,Window Size,Step Size,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance Type,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
Relevant Features,500ms,100ms,1,3,2,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,2,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,2,4,spherical,0.4939583333333333,0.0230667434367701,0.5572916666666666,0.4322916666666667,86.0,10.0,21.0,75.0,0.8958333333333334,0.5341614906832298,0.6692607003891051
Relevant Features,500ms,100ms,1,3,3,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,1,spherical,0.5141666666666667,0.0341619026150151,0.5885416666666666,0.4270833333333333,80.0,16.0,33.0,63.0,0.8333333333333334,0.5594405594405595,0.6694560669456067
Relevant Features,500ms,100ms,1,3,3,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,2,spherical,0.5003124999999999,0.0238314120000613,0.5572916666666666,0.4375,83.0,13.0,24.0,72.0,0.8645833333333334,0.535483870967742,0.6613545816733067
Relevant Features,500ms,100ms,1,3,3,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,3,spherical,0.49765625,0.0172485500346728,0.546875,0.4479166666666667,92.0,4.0,13.0,83.0,0.9583333333333334,0.5257142857142857,0.6789667896678967
Relevant Features,500ms,100ms,1,3,3,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,3,4,spherical,0.49640625,0.0176883312280142,0.53125,0.453125,91.0,5.0,11.0,85.0,0.9479166666666666,0.5170454545454546,0.6691176470588236
Relevant Features,500ms,100ms,1,3,4,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,1,spherical,0.4995312499999999,0.0292325799117801,0.5677083333333334,0.3958333333333333,83.0,13.0,26.0,70.0,0.8645833333333334,0.5424836601307189,0.6666666666666666
Relevant Features,500ms,100ms,1,3,4,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,2,spherical,0.4981770833333334,0.0223579500332096,0.5416666666666666,0.4375,87.0,9.0,17.0,79.0,0.90625,0.5240963855421686,0.6641221374045803
Relevant Features,500ms,100ms,1,3,4,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,3,spherical,0.4980208333333333,0.016646798052979,0.53125,0.453125,92.0,4.0,10.0,86.0,0.9583333333333334,0.5168539325842697,0.6715328467153285
Relevant Features,500ms,100ms,1,3,4,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,3,4,4,spherical,0.4944270833333333,0.0154021433562111,0.5364583333333334,0.4635416666666667,91.0,5.0,12.0,84.0,0.9479166666666666,0.52,0.6715867158671588
Relevant Features,500ms,100ms,1,4,1,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,1,spherical,0.5107291666666667,0.0190630692082594,0.5625,0.4479166666666667,14.0,82.0,94.0,2.0,0.1458333333333333,0.875,0.25
Relevant Features,500ms,100ms,1,4,1,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,2,spherical,0.505625,0.0267576572633371,0.578125,0.4479166666666667,36.0,60.0,75.0,21.0,0.375,0.631578947368421,0.4705882352941176
Relevant Features,500ms,100ms,1,4,1,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,3,spherical,0.5078124999999999,0.0356647256578541,0.578125,0.4010416666666667,46.0,50.0,65.0,31.0,0.4791666666666667,0.5974025974025974,0.5317919075144508
Relevant Features,500ms,100ms,1,4,1,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,1,4,spherical,0.5122395833333333,0.033797027100007,0.59375,0.4270833333333333,53.0,43.0,61.0,35.0,0.5520833333333334,0.6022727272727273,0.5760869565217391
Relevant Features,500ms,100ms,1,4,2,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,1,spherical,0.5185416666666667,0.0304526756031204,0.609375,0.4375,42.0,54.0,75.0,21.0,0.4375,0.6666666666666666,0.5283018867924528
Relevant Features,500ms,100ms,1,4,2,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,2,spherical,0.5123958333333334,0.0328643769803347,0.5833333333333334,0.4375,68.0,28.0,44.0,52.0,0.7083333333333334,0.5666666666666667,0.6296296296296297
Relevant Features,500ms,100ms,1,4,2,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,3,spherical,0.4990625,0.030683935638213,0.5833333333333334,0.4270833333333333,81.0,15.0,31.0,65.0,0.84375,0.5547945205479452,0.6694214876033058
Relevant Features,500ms,100ms,1,4,2,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,2,4,spherical,0.4969791666666666,0.0249802439300651,0.5677083333333334,0.4322916666666667,85.0,11.0,24.0,72.0,0.8854166666666666,0.5414012738853503,0.6719367588932806
Relevant Features,500ms,100ms,1,4,3,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,1,spherical,0.5141145833333334,0.029354815390868,0.5885416666666666,0.4479166666666667,61.0,35.0,52.0,44.0,0.6354166666666666,0.580952380952381,0.6069651741293532
Relevant Features,500ms,100ms,1,4,3,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,2,spherical,0.5044270833333333,0.0266631569142129,0.5885416666666666,0.4270833333333333,79.0,17.0,34.0,62.0,0.8229166666666666,0.5602836879432624,0.6666666666666667
Relevant Features,500ms,100ms,1,4,3,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,3,spherical,0.4956770833333332,0.0217887062799553,0.546875,0.4479166666666667,91.0,5.0,14.0,82.0,0.9479166666666666,0.5260115606936416,0.6765799256505576
Relevant Features,500ms,100ms,1,4,3,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,3,4,spherical,0.4941666666666667,0.0207194805678134,0.546875,0.4427083333333333,89.0,7.0,16.0,80.0,0.9270833333333334,0.5266272189349113,0.6716981132075472
Relevant Features,500ms,100ms,1,4,4,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,1,spherical,0.5117708333333333,0.0350673644872741,0.5989583333333334,0.4114583333333333,71.0,25.0,44.0,52.0,0.7395833333333334,0.5772357723577236,0.6484018264840183
Relevant Features,500ms,100ms,1,4,4,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,2,spherical,0.5007291666666666,0.023280958704367,0.5520833333333334,0.453125,85.0,11.0,21.0,75.0,0.8854166666666666,0.53125,0.6640625
Relevant Features,500ms,100ms,1,4,4,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,3,spherical,0.4970833333333332,0.0220887375462901,0.5572916666666666,0.4375,86.0,10.0,21.0,75.0,0.8958333333333334,0.5341614906832298,0.6692607003891051
Relevant Features,500ms,100ms,1,4,4,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,1,4,4,4,spherical,0.49203125,0.0200023734485782,0.5364583333333334,0.4375,85.0,11.0,18.0,78.0,0.8854166666666666,0.5214723926380368,0.6563706563706564
Relevant Features,500ms,100ms,2,1,1,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,1,1,diag,0.5031770833333333,0.0071373172651252,0.53125,0.5,10.0,86.0,92.0,4.0,0.1041666666666666,0.7142857142857143,0.1818181818181818
Relevant Features,500ms,100ms,2,1,1,1,spherical,0.5051041666666667,0.0218375174902938,0.5625,0.453125,19.0,77.0,89.0,7.0,0.1979166666666666,0.7307692307692307,0.3114754098360656
Relevant Features,500ms,100ms,2,1,1,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,1,2,diag,0.4302083333333333,0.0816230751006655,0.6145833333333334,0.265625,65.0,31.0,53.0,43.0,0.6770833333333334,0.6018518518518519,0.6372549019607844
Relevant Features,500ms,100ms,2,1,1,2,spherical,0.5108854166666665,0.0302450836081713,0.5833333333333334,0.4322916666666667,37.0,59.0,75.0,21.0,0.3854166666666667,0.6379310344827587,0.4805194805194805
Relevant Features,500ms,100ms,2,1,1,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,1,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,1,3,spherical,0.5158854166666667,0.0355876311685324,0.5989583333333334,0.4114583333333333,63.0,33.0,52.0,44.0,0.65625,0.5887850467289719,0.6206896551724138
Relevant Features,500ms,100ms,2,1,1,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,1,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,1,4,spherical,0.5076041666666666,0.028616651803044,0.578125,0.4270833333333333,68.0,28.0,43.0,53.0,0.7083333333333334,0.5619834710743802,0.6267281105990784
Relevant Features,500ms,100ms,2,1,2,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,2,1,diag,0.4394270833333333,0.088144498310815,0.59375,0.265625,63.0,33.0,51.0,45.0,0.65625,0.5833333333333334,0.6176470588235293
Relevant Features,500ms,100ms,2,1,2,1,spherical,0.5090625,0.030508743339228,0.5729166666666666,0.4166666666666667,54.0,42.0,56.0,40.0,0.5625,0.574468085106383,0.5684210526315789
Relevant Features,500ms,100ms,2,1,2,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,2,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,2,2,spherical,0.5051562500000001,0.0306849523014629,0.578125,0.421875,76.0,20.0,35.0,61.0,0.7916666666666666,0.5547445255474452,0.6523605150214592
Relevant Features,500ms,100ms,2,1,2,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,2,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,2,3,spherical,0.4911979166666665,0.0206199357208489,0.5416666666666666,0.4375,87.0,9.0,17.0,79.0,0.90625,0.5240963855421686,0.6641221374045803
Relevant Features,500ms,100ms,2,1,2,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,2,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,2,4,spherical,0.4877604166666666,0.018002685346567,0.5520833333333334,0.4479166666666667,89.0,7.0,17.0,79.0,0.9270833333333334,0.5297619047619048,0.6742424242424242
Relevant Features,500ms,100ms,2,1,3,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,1,spherical,0.51171875,0.0294938402084749,0.578125,0.4375,80.0,16.0,31.0,65.0,0.8333333333333334,0.5517241379310345,0.6639004149377594
Relevant Features,500ms,100ms,2,1,3,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,2,spherical,0.4929166666666667,0.0234029838434712,0.5520833333333334,0.4375,89.0,7.0,17.0,79.0,0.9270833333333334,0.5297619047619048,0.6742424242424242
Relevant Features,500ms,100ms,2,1,3,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,3,spherical,0.4919270833333333,0.0179423114675509,0.53125,0.4427083333333333,90.0,6.0,12.0,84.0,0.9375,0.5172413793103449,0.6666666666666667
Relevant Features,500ms,100ms,2,1,3,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,3,4,spherical,0.4894791666666667,0.0167150989003954,0.5260416666666666,0.4322916666666667,94.0,2.0,7.0,89.0,0.9791666666666666,0.5136612021857924,0.6738351254480287
Relevant Features,500ms,100ms,2,1,4,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,1,spherical,0.50203125,0.0264744762925591,0.59375,0.4375,78.0,18.0,36.0,60.0,0.8125,0.5652173913043478,0.6666666666666667
Relevant Features,500ms,100ms,2,1,4,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,2,spherical,0.4952083333333333,0.0190325926592604,0.5520833333333334,0.453125,87.0,9.0,19.0,77.0,0.90625,0.5304878048780488,0.6692307692307693
Relevant Features,500ms,100ms,2,1,4,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,3,spherical,0.4933854166666665,0.0157090620686401,0.53125,0.4583333333333333,91.0,5.0,11.0,85.0,0.9479166666666666,0.5170454545454546,0.6691176470588236
Relevant Features,500ms,100ms,2,1,4,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,1,4,4,spherical,0.4948958333333333,0.014091020461233,0.5260416666666666,0.4583333333333333,94.0,2.0,7.0,89.0,0.9791666666666666,0.5136612021857924,0.6738351254480287
Relevant Features,500ms,100ms,2,2,1,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,1,spherical,0.5067187499999999,0.0166877308296561,0.5572916666666666,0.46875,12.0,84.0,95.0,1.0,0.125,0.9230769230769232,0.2201834862385321
Relevant Features,500ms,100ms,2,2,1,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,2,spherical,0.5047395833333332,0.0272838629905572,0.5677083333333334,0.421875,22.0,74.0,87.0,9.0,0.2291666666666666,0.7096774193548387,0.3464566929133858
Relevant Features,500ms,100ms,2,2,1,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,3,spherical,0.4940625,0.0297743612325362,0.578125,0.40625,42.0,54.0,69.0,27.0,0.4375,0.6086956521739131,0.5090909090909091
Relevant Features,500ms,100ms,2,2,1,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,1,4,spherical,0.5096354166666667,0.0347624549896828,0.5989583333333334,0.40625,55.0,41.0,60.0,36.0,0.5729166666666666,0.6043956043956044,0.588235294117647
Relevant Features,500ms,100ms,2,2,2,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,1,spherical,0.5076041666666665,0.031123180167682,0.59375,0.4427083333333333,34.0,62.0,80.0,16.0,0.3541666666666667,0.68,0.4657534246575343
Relevant Features,500ms,100ms,2,2,2,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,2,spherical,0.5052604166666667,0.0330595445407684,0.5677083333333334,0.4270833333333333,57.0,39.0,52.0,44.0,0.59375,0.5643564356435643,0.5786802030456852
Relevant Features,500ms,100ms,2,2,2,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,3,spherical,0.5125520833333332,0.0286893135925159,0.5833333333333334,0.4322916666666667,68.0,28.0,44.0,52.0,0.7083333333333334,0.5666666666666667,0.6296296296296297
Relevant Features,500ms,100ms,2,2,2,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,2,4,spherical,0.5045833333333334,0.0273055785153062,0.5729166666666666,0.4427083333333333,70.0,26.0,40.0,56.0,0.7291666666666666,0.5555555555555556,0.6306306306306306
Relevant Features,500ms,100ms,2,2,3,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,1,spherical,0.5054166666666667,0.0287820624357525,0.5625,0.4375,52.0,44.0,56.0,40.0,0.5416666666666666,0.5652173913043478,0.5531914893617021
Relevant Features,500ms,100ms,2,2,3,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,2,spherical,0.5030208333333334,0.0295104368896271,0.5729166666666666,0.4479166666666667,74.0,22.0,36.0,60.0,0.7708333333333334,0.5522388059701493,0.6434782608695653
Relevant Features,500ms,100ms,2,2,3,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,3,spherical,0.5021354166666666,0.0306283214610404,0.59375,0.4270833333333333,73.0,23.0,41.0,55.0,0.7604166666666666,0.5703125,0.6517857142857143
Relevant Features,500ms,100ms,2,2,3,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,3,4,spherical,0.4958333333333334,0.0240825583785351,0.546875,0.421875,86.0,10.0,19.0,77.0,0.8958333333333334,0.5276073619631901,0.6640926640926641
Relevant Features,500ms,100ms,2,2,4,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,1,spherical,0.5063020833333334,0.0327528806912672,0.5833333333333334,0.4375,77.0,19.0,35.0,61.0,0.8020833333333334,0.5579710144927537,0.6581196581196582
Relevant Features,500ms,100ms,2,2,4,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,2,spherical,0.5082291666666667,0.0240056145776357,0.5677083333333334,0.4375,85.0,11.0,24.0,72.0,0.8854166666666666,0.5414012738853503,0.6719367588932806
Relevant Features,500ms,100ms,2,2,4,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,3,spherical,0.50140625,0.0211929252927781,0.5520833333333334,0.453125,77.0,19.0,29.0,67.0,0.8020833333333334,0.5347222222222222,0.6416666666666667
Relevant Features,500ms,100ms,2,2,4,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,2,4,4,spherical,0.49609375,0.02105835507765,0.5520833333333334,0.4427083333333333,94.0,2.0,12.0,84.0,0.9791666666666666,0.5280898876404494,0.6861313868613137
Relevant Features,500ms,100ms,2,3,1,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,1,spherical,0.5075520833333333,0.0127018212481845,0.5416666666666666,0.4739583333333333,9.0,87.0,95.0,1.0,0.09375,0.9,0.169811320754717
Relevant Features,500ms,100ms,2,3,1,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,2,spherical,0.5107291666666667,0.0213328145281968,0.5520833333333334,0.4479166666666667,17.0,79.0,89.0,7.0,0.1770833333333333,0.7083333333333334,0.2833333333333333
Relevant Features,500ms,100ms,2,3,1,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,3,spherical,0.50890625,0.0293455729524867,0.5625,0.4322916666666667,25.0,71.0,83.0,13.0,0.2604166666666667,0.6578947368421053,0.3731343283582089
Relevant Features,500ms,100ms,2,3,1,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,1,4,spherical,0.5252604166666667,0.0302386252575291,0.6145833333333334,0.453125,36.0,60.0,82.0,14.0,0.375,0.72,0.4931506849315069
Relevant Features,500ms,100ms,2,3,2,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,1,spherical,0.5154166666666665,0.0225337324298976,0.5677083333333334,0.453125,19.0,77.0,90.0,6.0,0.1979166666666666,0.76,0.3140495867768595
Relevant Features,500ms,100ms,2,3,2,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,2,spherical,0.5256770833333334,0.0321000277858784,0.5885416666666666,0.4479166666666667,45.0,51.0,68.0,28.0,0.46875,0.6164383561643836,0.5325443786982248
Relevant Features,500ms,100ms,2,3,2,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,3,spherical,0.5238541666666667,0.0389490017790357,0.6458333333333334,0.3854166666666667,58.0,38.0,66.0,30.0,0.6041666666666666,0.6590909090909091,0.6304347826086956
Relevant Features,500ms,100ms,2,3,2,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,2,4,spherical,0.5172395833333333,0.0308981494271231,0.609375,0.4270833333333333,72.0,24.0,45.0,51.0,0.75,0.5853658536585366,0.6575342465753423
Relevant Features,500ms,100ms,2,3,3,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,1,spherical,0.5260937499999999,0.0315995639776309,0.5989583333333334,0.4635416666666667,46.0,50.0,69.0,27.0,0.4791666666666667,0.6301369863013698,0.5443786982248521
Relevant Features,500ms,100ms,2,3,3,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,2,spherical,0.53046875,0.0324707316794465,0.59375,0.4583333333333333,62.0,34.0,52.0,44.0,0.6458333333333334,0.5849056603773585,0.6138613861386139
Relevant Features,500ms,100ms,2,3,3,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,3,spherical,0.5165625,0.0323787468338071,0.609375,0.4270833333333333,64.0,32.0,53.0,43.0,0.6666666666666666,0.5981308411214953,0.6305418719211822
Relevant Features,500ms,100ms,2,3,3,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,3,4,spherical,0.504375,0.027938424357067,0.578125,0.4375,74.0,22.0,37.0,59.0,0.7708333333333334,0.556390977443609,0.6462882096069869
Relevant Features,500ms,100ms,2,3,4,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,1,spherical,0.52578125,0.0369121678856828,0.6354166666666666,0.4114583333333333,56.0,40.0,66.0,30.0,0.5833333333333334,0.6511627906976745,0.6153846153846155
Relevant Features,500ms,100ms,2,3,4,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,2,spherical,0.5291666666666667,0.0363017470692221,0.6302083333333334,0.453125,59.0,37.0,62.0,34.0,0.6145833333333334,0.6344086021505376,0.6243386243386244
Relevant Features,500ms,100ms,2,3,4,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,3,spherical,0.5179166666666667,0.0281087916258715,0.5833333333333334,0.453125,74.0,22.0,38.0,58.0,0.7708333333333334,0.5606060606060606,0.6491228070175438
Relevant Features,500ms,100ms,2,3,4,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,3,4,4,spherical,0.5025,0.0246005412937285,0.5677083333333334,0.4270833333333333,78.0,18.0,31.0,65.0,0.8125,0.5454545454545454,0.6527196652719665
Relevant Features,500ms,100ms,2,4,1,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,1,spherical,0.5021354166666666,0.0138603330575162,0.5520833333333334,0.46875,12.0,84.0,94.0,2.0,0.125,0.8571428571428571,0.2181818181818181
Relevant Features,500ms,100ms,2,4,1,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,2,spherical,0.5045312500000001,0.0174561547715905,0.546875,0.4583333333333333,12.0,84.0,93.0,3.0,0.125,0.8,0.2162162162162162
Relevant Features,500ms,100ms,2,4,1,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,3,spherical,0.5034895833333334,0.0227867410696744,0.5625,0.4375,23.0,73.0,85.0,11.0,0.2395833333333333,0.6764705882352942,0.3538461538461538
Relevant Features,500ms,100ms,2,4,1,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,1,4,spherical,0.5164062500000001,0.0204969589334816,0.5572916666666666,0.4635416666666667,30.0,66.0,77.0,19.0,0.3125,0.6122448979591837,0.4137931034482759
Relevant Features,500ms,100ms,2,4,2,1,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,2,1,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,2,1,spherical,0.5070833333333334,0.0208270823955519,0.5572916666666666,0.4375,19.0,77.0,88.0,8.0,0.1979166666666666,0.7037037037037037,0.3089430894308943
Relevant Features,500ms,100ms,2,4,2,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,2,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,2,4,2,2,spherical,0.5191666666666667,0.0264845670469929,0.578125,0.4427083333333333,32.0,64.0,79.0,17.0,0.3333333333333333,0.6530612244897959,0.4413793103448275
